Unnamed: 0,FP1,FP2,F3,F4,C3,C4,P3,P4,01,02,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6,EMG1,EMG2,IO,EMG3,EMG4
1813,-13,36,36,19,15,17,10,3,0,36,20,12,-5,23,28,14,1,20,22,11,15,13,13,14,3,-834,-899,-35,2991,-5
1814,-8,9,-5,-11,-7,-7,-7,-4,-3,-1,-3,-2,3,-13,-9,-11,-1,-8,-5,-6,0,-6,-4,-8,-1,4332,-685,26,78,-50
1815,11,7,9,17,10,10,14,13,16,5,9,11,6,14,8,18,8,12,18,11,12,7,9,8,11,94,-634,21,-1026,178
1816,-18,-14,-18,-27,-19,-14,-28,-9,-83,81,-13,-18,-38,-26,-15,-44,-28,-15,-43,-21,-56,-10,-21,-21,-34,-1514,-3874,72,-4763,2759
1817,-2,-4,2,2,-3,7,-2,2,-6,50,0,-5,-1,26,2,-10,5,1,12,0,-10,-5,-7,-6,-2,2848,-1816,-71,-1328,-4442
1818,18,20,14,12,11,18,20,29,33,-6,8,20,11,41,14,38,25,17,8,14,39,8,27,11,37,3206,2820,-18,-2792,748
1819,17,16,15,15,14,15,21,28,39,-30,8,14,30,24,16,43,35,19,16,15,58,7,16,14,30,3842,2744,-23,230,-2212
1820,0,-4,7,16,2,5,6,8,25,26,-3,-1,9,-2,3,16,3,6,32,1,18,-1,9,6,17,-1462,474,-34,-994,-3735
1821,-6,0,7,10,1,3,4,7,-12,-21,2,-1,-11,-27,8,9,6,8,4,5,-3,1,2,5,-2,-814,-732,-28,2194,3808
1822,-7,-15,-17,-22,-16,-18,-12,-11,-7,2,-13,-9,1,-3,-17,-19,-11,-18,-17,-15,-16,-11,-10,-13,-14,196,-872,12,-187,209
1823,3,10,-6,-18,-8,-6,-14,-11,-10,-9,-3,-2,5,-19,-4,-4,-12,-3,-4,-10,-6,-6,-3,-12,-11,0,-231,2,-122,-852
1824,-32,-35,-36,-38,-40,-42,-45,-46,-77,-90,-30,-42,-41,-27,-30,-79,-39,-33,-34,-31,-49,-29,-48,-37,-57,3332,1518,70,-5369,2530
1825,8,-6,9,15,9,5,7,12,8,11,6,10,2,19,5,14,8,9,11,11,10,5,6,4,1,838,-1150,67,1600,1357
1826,7,3,-12,-9,-4,1,4,11,11,22,-6,-1,6,21,-8,-4,7,-9,-1,-1,6,-5,2,0,7,432,-276,2,147,386
1827,-23,-17,-13,-20,-19,-15,-21,-3,-44,-61,-21,-18,-35,-26,-21,-29,-19,-18,-33,-16,-35,-9,-16,-15,-34,-3294,574,94,-2747,-3844
1828,13,-2,11,-12,12,0,3,0,-2,1,-3,1,-1,13,9,4,3,8,-3,6,-4,8,-3,9,-4,2899,1035,6,1698,352
1829,23,23,24,29,24,16,23,15,26,4,20,21,30,23,21,37,21,26,45,20,17,20,20,21,25,3188,2743,-24,-4220,3448
1830,-9,-11,-13,-10,-15,-10,-16,-17,-4,6,-10,-11,-10,-12,-10,-7,-14,-9,-6,-13,1,-9,-10,-16,-11,545,-289,-104,1584,-1686
1831,-17,-21,-8,-7,-11,-12,-7,-4,-11,-4,-11,-11,-8,2,-13,-21,-6,-15,-20,-13,-12,-8,-9,0,-3,1214,1632,34,-604,401
1832,3,11,14,0,8,14,7,5,9,1,6,5,12,10,15,20,8,8,5,-10,-10,1,19,7,10,-6,-1855,-14,-2080,-2188
1833,-19,-28,-21,-25,-20,-25,-16,-21,-13,-7,-19,-19,-15,-24,-23,-23,-17,-21,-25,-18,-22,-14,-30,-12,-23,-514,12,10,62,-373
1834,2,-14,-1,12,6,8,9,24,2,44,-6,2,-4,28,-3,6,12,2,6,4,14,5,0,10,27,-2547,3069,16,-212,-3064
1835,-6,-9,-4,-3,-9,-1,-6,-5,-10,43,-5,-13,4,14,-1,-14,-1,-5,5,-5,-19,-11,-11,-11,-13,2710,-2146,-76,-1370,-4342
1836,13,14,-3,0,0,6,4,10,2,14,6,9,12,-7,-2,2,6,2,5,-1,-7,3,14,-4,2,-2558,3096,22,693,-3105
1837,3,5,4,-3,4,2,5,7,2,-12,6,4,9,8,5,-10,4,3,-8,2,53,9,-2,9,4,-2704,1220,48,3777,-474
1838,-8,-8,-4,-3,-7,-4,0,2,18,40,-6,-5,5,30,-3,-2,-1,-4,-6,-2,16,-4,-11,-5,2,-3882,-1180,-94,1826,-3363
1839,4,-2,19,17,12,11,10,-2,2,74,14,5,3,3,18,10,-7,13,15,9,11,12,7,18,2,-642,-547,-38,3376,2
1840,4,5,18,14,11,15,1,5,-8,-33,15,14,-5,-2,16,12,-4,9,13,5,2,16,18,11,9,-2946,-2956,-109,487,-4814
1841,11,16,11,4,9,5,8,5,8,-6,11,13,14,-9,9,26,-2,12,11,8,-7,12,5,7,-4,-3236,-256,58,-1888,2108
1842,-2,-5,-13,-11,-7,-3,-11,-9,-29,2,-4,-13,-4,-6,-4,-37,-2,-9,-12,-8,-75,-5,-13,-11,-15,2612,-3936,22,118,2668
1843,12,13,10,15,13,13,13,6,2,12,8,1,8,10,13,-4,17,15,17,14,-47,5,3,4,7,1601,405,-51,-2426,-146
1844,7,7,8,8,9,10,9,12,7,1,4,5,11,17,7,12,1,4,1,8,1,3,12,7,7,-4356,-996,-107,668,-793
1845,6,10,13,11,16,11,18,12,13,11,6,2,17,5,14,14,18,12,8,17,29,8,3,14,8,1331,199,-5,1440,14
1846,34,13,27,18,27,30,28,23,26,98,19,18,19,7,32,23,9,25,30,24,33,21,31,28,28,-903,624,-50,1441,2683
1847,2,6,3,2,5,8,11,12,5,0,2,5,-12,5,-1,2,0,4,-9,9,87,3,-1,5,-2,-4352,749,0,4094,123
1848,-27,-29,-33,-18,-36,-23,-33,-32,-16,150,-25,-22,-49,-2,-30,-18,-26,-28,-1,-21,-77,-23,-23,-28,-18,-3906,2781,43,2646,-4506
1849,3,3,6,5,3,4,1,-8,-13,11,7,-4,7,-18,9,-4,2,5,12,5,-20,4,1,0,-13,2892,-1687,-73,-2425,-3872
1850,-7,-6,-2,-3,-3,-5,-5,-6,-9,4,1,-3,-4,-18,1,-9,-8,-3,-8,-8,-6,0,-4,8,-1,3408,1476,10,1602,423
1851,-4,-10,-6,-8,-4,-6,-4,-8,-8,-19,-6,-6,2,-6,-8,-3,-14,-10,-15,-6,-20,-6,-3,-4,-11,-4576,-744,-106,420,-570
1852,20,19,3,-8,7,3,5,7,12,1,5,11,13,19,4,7,6,7,7,7,15,2,7,-3,2,918,-936,12,774,642
1853,-13,-23,-40,-34,-25,-27,-21,-13,-6,-20,-35,-28,-12,-4,-34,-20,-21,-30,-26,-24,-6,-34,-30,-26,-23,3517,-2120,45,351,441
1854,6,3,7,-2,4,9,4,17,10,21,-1,6,-8,-8,7,6,8,6,5,7,10,3,9,1,15,-490,229,-1,-2,257
1855,4,19,-27,-26,-12,-12,-8,0,9,-9,-11,-2,1,15,-21,-8,-3,-16,-13,-6,9,-18,-9,-17,-10,2045,-1600,67,1470,750
1856,-23,-19,-12,-23,-17,-15,-19,-16,-29,-63,-19,-21,-22,-28,-20,-37,-13,-19,-28,-17,-59,-39,-22,-26,-21,3750,-3642,92,-785,-3673
1857,-15,-15,-2,-3,-6,-6,-3,3,-11,3,-7,-6,-7,4,-7,-17,-2,-10,-14,-9,-7,-3,-3,5,5,1223,1602,32,-570,572
1858,11,12,7,5,5,11,14,21,27,-17,0,12,5,33,8,31,20,10,1,7,35,2,19,7,29,3438,2824,-16,-2503,556
1859,-17,-15,-17,-21,-17,-23,-15,-21,-7,-30,-12,-11,-7,-16,-17,-14,-18,-20,-9,-20,-130,-12,-17,-9,-17,2530,-942,60,3252,-638
1860,19,9,4,-13,9,2,5,3,4,-2,1,1,20,9,9,7,9,7,-1,10,5,-1,-1,2,-6,2470,686,0,1754,171
1861,-23,-20,-14,-8,-15,-12,-20,-13,-23,-26,-14,-14,-32,-2,-14,-17,-22,-17,-15,-17,-19,-16,-14,-9,-8,-1158,-971,-5,762,1450
1862,-6,-6,-11,-3,-5,1,-5,0,-37,-8,-8,-1,-5,-2,-6,55,-9,-3,-5,-8,-33,-11,-4,-16,-7,-4898,1418,-17,424,-912
1863,1,-16,-8,0,-9,-3,-14,-9,-16,-20,-1,-2,-9,-2,-4,-8,-15,-8,-5,-10,-4,-8,7,-9,-7,-953,-910,-2,786,1248
1864,8,12,-7,-23,11,-5,-2,-3,-5,5,-3,-1,0,3,-3,-3,4,-4,-15,1,-2,-5,-15,3,-15,1368,2347,14,-450,1385
1865,49,24,9,-7,14,19,20,20,13,-50,8,12,35,45,18,0,18,18,19,15,-3,3,19,6,20,-2524,-1748,-32,-3554,-3568
1866,-12,-9,-6,-16,-12,-13,-10,-6,-18,-22,-5,-4,-6,-12,-9,-27,-12,-11,-26,-16,47,-1,-4,-7,-2,-2115,132,50,3810,-1754
1867,-5,-12,-14,-6,-8,-11,-7,-7,-6,2,-7,-6,-2,0,-13,-12,-7,-13,-8,-7,-2,-8,-6,-7,-10,4390,-554,29,-324,1138
1868,-17,-2,-6,-5,-5,-8,0,0,-2,12,-15,-15,-6,-3,-6,-7,3,-8,-5,0,-1,-3,-13,-3,-6,2854,444,0,234,2395
1869,-24,-18,-19,-25,-19,-16,-25,-10,-54,-43,-26,-29,-26,-18,-21,-35,-28,-18,-33,-21,-34,-21,-33,-23,-39,-3855,3180,76,-2082,-4516
1870,-12,10,-7,-6,-7,-3,-6,3,-9,-4,-5,0,-23,-5,-10,-8,-5,-7,-7,-8,-5,-4,-3,-1,1,1193,-1387,23,-891,-772
1871,-15,4,14,22,8,1,4,8,8,14,8,7,-13,6,7,13,2,8,6,7,5,5,3,8,-2,996,-1048,63,1732,1572
1872,-46,-45,-42,-34,-41,-43,-53,-44,-40,-67,-40,-36,-57,-37,-44,-40,-55,-42,-38,-41,17,-32,-38,-42,-48,-3463,3044,62,-3133,2181
1873,-11,-11,-9,-3,-7,-9,-3,-3,2,11,-5,-5,1,2,-12,-13,-4,-12,-14,-6,-8,-2,-8,-4,-9,-688,-160,6,-70,-317
1874,-15,-27,-12,-9,-16,-15,-16,-12,-11,-9,-8,-9,-14,-25,-13,-18,-18,-15,-13,-19,-14,-8,-8,-5,-11,-203,-485,5,42,412
1875,-19,-5,-8,-1,-9,-9,-6,-5,-4,4,-9,-13,-5,-9,-9,-13,-5,-6,-8,-11,-17,-3,-16,-8,-7,-1790,717,11,-1448,-1088
1876,26,23,27,33,30,30,37,44,56,-8,16,28,22,34,21,61,32,27,40,29,74,24,30,33,38,-3204,2788,-26,861,-3497
1877,0,3,-2,-7,-3,-2,6,5,-2,-7,-5,-6,20,5,-8,-3,-8,-3,-13,0,56,-8,-10,-4,-13,-4310,682,-4,3926,558
1878,-42,-49,-49,-34,-49,-49,-49,-59,6,-61,-38,-38,-47,-38,-51,-50,-29,-46,1,-44,11,-35,-45,-39,-41,-3770,-3498,54,1661,3661
1879,-21,-9,-10,-3,-10,-10,-8,-6,-6,1,-11,-15,-7,-8,-11,-15,-6,-8,-10,-13,-18,-4,-19,-9,-9,-1786,755,12,-1494,-1172
1880,13,-4,17,14,11,17,4,6,9,46,11,8,7,5,18,12,-2,12,20,10,-1,8,16,6,15,-58,-1860,-18,2605,-254
1881,23,20,29,35,28,24,31,32,53,22,20,23,27,30,27,34,43,28,56,26,43,23,28,28,37,3510,-2176,-22,-1180,-3832
1882,-4,-3,-1,6,-1,6,-5,0,5,5,-2,-4,-11,-1,4,6,5,3,9,4,-2,0,-7,-9,-4,2328,-830,-80,1668,-2594
1883,15,35,22,19,20,24,24,31,10,41,19,26,-4,8,19,24,27,22,21,21,21,21,28,18,28,-724,874,13,108,442
1884,5,5,3,7,6,5,2,5,-20,30,2,3,3,4,2,13,9,6,5,6,-54,4,3,2,4,-5383,1850,-36,-2242,2220
1885,16,-7,6,-3,7,8,11,6,20,9,-2,0,17,11,5,6,6,3,1,7,-3,-1,6,7,8,-2398,-1778,-10,-94,-1910
1886,-14,-17,-14,-7,-16,-13,-13,-20,-10,0,-9,-13,-13,-22,-13,-11,-17,-13,-8,-10,-8,-9,-14,-9,-14,496,-292,-100,1620,-1624
1887,7,-1,-12,-13,-4,-6,-6,-6,-9,-3,-7,-5,-5,-8,-7,-5,-3,-4,-2,-4,0,-8,-6,-6,-7,4014,-500,12,-502,1719
1888,-16,-16,-18,-29,-23,-14,-29,-18,-92,56,-12,-22,-34,-18,-10,-44,-21,-14,-39,-18,-87,-13,-29,-21,-37,1736,-3901,64,-4844,2814
1889,-3,-1,-6,-4,-8,-4,-3,-8,-6,42,2,-1,2,-2,-8,0,-5,-7,-8,1,14,-3,-5,-5,-21,-3728,1007,82,-858,3269
1890,19,8,3,7,8,14,15,16,21,22,13,18,17,23,5,10,5,0,1,8,-18,7,25,9,18,-4380,-644,-90,354,139
1891,3,1,-8,-14,-9,-8,-14,-9,-8,-7,-2,-3,7,-6,-5,-6,-12,-5,-5,-11,-7,-5,-4,-12,-15,164,-256,4,-132,-948
1892,17,12,18,28,19,8,19,8,41,7,14,18,24,6,19,46,-3,22,32,17,30,15,20,14,19,-3504,2056,-18,82,-3637
1893,-18,-16,-2,0,-4,-2,-3,-5,-69,-30,-7,-3,-22,-13,-6,55,-4,-3,-12,-13,-48,1,-8,3,-9,-4954,1260,-10,-2067,-744
1894,-33,-27,-22,-33,-29,-27,-35,-27,-47,-159,-28,-30,-23,-42,-26,-31,-48,-29,-37,-33,-24,-16,-32,-27,-49,3238,-261,102,-189,-3893
1895,-6,-21,-20,-14,-14,-16,-14,-15,-8,-16,-16,-19,3,-14,-16,-17,-18,-15,-19,-12,-15,-18,-19,-10,-18,430,-856,12,-4,1194
1896,6,2,4,4,3,8,2,2,4,2,8,2,17,3,5,0,-7,1,-8,-3,-48,3,8,7,-5,-4290,-1294,-102,54,944
1897,-8,-15,-23,-18,-15,-15,-15,-12,-16,-18,-14,-15,-1,-13,-23,-21,-16,-21,-25,-15,-14,-16,-17,-7,-19,-432,-72,16,-244,782
1898,-6,-8,-19,-10,-16,-7,-9,1,-15,-7,-15,-7,-18,6,-20,4,-19,-13,-10,-12,18,-18,-8,-12,-6,-2680,-391,3,2624,-202
1899,6,10,11,6,10,10,14,14,37,34,6,8,18,20,11,14,18,11,11,14,9,7,0,4,16,2430,-683,-80,1350,-2324
1900,16,0,7,14,14,11,14,24,12,8,2,7,-1,24,10,14,14,12,10,13,8,5,11,11,5,342,-1122,-40,1435,3714
1901,5,-1,-24,-30,-14,-13,-13,-5,0,-14,-14,-6,1,-2,-21,-11,-8,-17,-16,-9,12,-19,-13,-18,-13,1846,-1744,64,1628,1241
1902,-11,-6,-14,-8,-11,-8,-5,-2,-8,1,-11,-10,-12,-1,-15,-13,1,-10,-10,-11,-19,-4,-13,-1,-4,-1779,1498,22,-1601,-1468
1903,9,8,16,14,13,14,4,1,0,-36,17,11,15,-14,17,12,-4,9,12,5,-3,15,18,14,8,-2236,-3016,-112,682,-5115
1904,6,4,0,-1,-4,8,-1,8,-19,45,4,0,6,23,2,-12,-2,-1,4,4,-68,-2,-2,-1,-6,-1231,275,-76,-2962,-294
1905,16,3,0,11,7,7,10,5,15,-1,6,7,9,-1,4,13,6,9,12,8,13,2,7,1,8,38,-523,26,-1427,192
1906,7,-7,-27,-35,-17,-19,-9,-6,-7,-3,-19,-13,13,-6,-23,-15,-6,-18,-22,-15,-22,-15,-17,-15,-21,-575,498,-2,654,1122
1907,-12,-17,-22,-16,-21,-15,-14,-4,-3,11,-18,-12,-11,2,-21,-19,-13,-21,-14,-19,-12,-13,-7,-8,-3,1918,124,10,392,175
1908,-17,-10,-20,-12,-17,-13,-11,-9,-10,2,-14,-17,-4,-17,-17,-18,-7,-16,-13,-17,-28,-11,-18,-10,-9,-2036,1608,20,-1724,-1088
1909,1,-4,3,-13,0,1,0,0,-15,28,-4,-6,3,-10,-3,-10,-8,-1,-15,-13,-116,0,-6,6,-13,-1495,-941,-84,-2987,-36
1910,-22,-18,-18,-23,-21,-15,-27,-13,-61,-52,-24,-27,-33,-29,-19,-36,-32,-17,-31,-20,-41,-19,-28,-23,-38,-3611,2686,66,-3223,-4080
1911,4,2,-9,-5,-3,2,5,11,11,21,-4,-1,7,17,-6,-4,7,-7,0,-1,7,-3,1,3,7,338,-266,2,124,407
1912,-7,-8,-11,-7,-8,-10,-9,-18,-30,-19,-10,-17,-9,-18,-11,-26,-8,-9,-5,-8,-73,-7,-14,-8,-19,1540,368,-44,-2416,900
1913,-13,6,-21,-21,-14,-14,-12,-3,3,-14,-16,-10,-3,-8,-18,-8,-11,-16,-13,-14,4,-20,-13,-22,-6,3614,-2044,50,204,386
1914,-14,-14,-6,-21,-10,-9,-16,-6,-39,6,-11,-8,-29,2,-9,-21,-18,-9,-25,-23,-124,-9,-13,-10,-10,-1328,476,-78,-3102,52
1915,7,9,16,13,13,8,2,1,2,5,13,10,-5,-2,17,14,5,18,15,9,12,14,6,3,-5,980,-276,-4,747,-938
1916,-21,-23,-24,-27,-23,-31,-21,-30,-19,-42,-18,-18,-13,-27,-24,-22,-25,-27,-18,-26,-138,-18,-23,-15,-30,2400,-886,60,3404,-560
1917,-18,-4,-23,-34,-24,-19,-20,-19,-19,-13,-19,-14,-17,-13,-24,-26,-21,-26,-25,-25,-22,-15,-13,-17,-18,-787,-836,12,242,794
1918,-24,-18,-14,-9,-16,-12,-19,-12,-22,-25,-15,-15,-30,-1,-14,-18,-22,-17,-15,-16,-22,-16,-16,-9,-7,-1052,-864,-6,752,1666
1919,14,8,22,8,16,11,11,9,9,14,16,13,18,-3,21,12,12,17,10,10,19,13,16,17,13,3084,1703,0,1449,299
1920,-5,-12,-7,-18,-10,-8,-7,-20,0,-73,-7,-11,1,-10,1,-2,-15,-11,-11,-8,7,-11,-7,2,-4,-230,-2782,-56,2015,-3857
1921,-41,-47,-50,-37,-49,-51,-50,-62,10,-48,-39,-39,-46,-40,-51,-52,-32,-47,7,-43,7,-36,-47,-42,-43,-3747,-4613,53,1690,2864
1922,-41,-48,-49,-36,-49,-50,-49,-60,8,-54,-38,-38,-46,-39,-51,-51,-31,-46,5,-44,10,-36,-46,-41,-42,-3758,-4060,53,1699,3306
1923,18,13,7,2,11,12,5,3,-41,29,11,-2,-3,-23,15,-13,28,15,1,18,-94,8,-3,9,-11,2669,-4224,10,-3406,2732
1924,4,2,1,0,2,6,2,5,4,5,4,1,16,12,0,-2,-6,-2,-12,-6,-50,2,6,5,-9,-4293,-1220,-101,-30,964
1925,0,7,8,-5,1,-1,2,1,-8,-19,3,6,-21,-15,6,1,-1,7,-7,-2,-77,8,5,13,1,-2941,131,48,3985,1017
1926,29,30,24,25,24,30,29,36,41,7,20,33,14,37,25,47,32,28,20,24,40,20,38,18,48,3408,2780,-19,-3412,2368
1927,11,9,14,14,8,20,8,11,-2,43,14,10,-4,18,13,1,15,11,20,13,2,11,12,7,9,2764,-1778,-66,-1696,-4282
1928,-17,6,-8,-6,-9,-5,-9,3,-9,-1,-6,-2,-20,1,-11,-11,-7,-9,-8,-11,-5,-8,-7,-9,-1,1126,-1336,22,-1061,-760
1929,6,9,4,5,6,12,9,16,15,-3,4,5,9,8,1,-1,3,5,-1,9,109,0,2,-3,2,-4436,385,0,4508,-598
1930,-8,5,-5,-10,-7,-7,-6,-3,-3,1,-4,-2,3,-9,-10,-11,0,-8,-5,-6,1,-6,-4,-6,-2,4345,-748,27,165,-191
1931,7,1,-4,-1,-3,1,3,3,1,11,3,3,12,-8,-4,-3,2,-1,0,-4,-14,1,4,-4,-7,-2633,3122,24,806,-3045
1932,8,9,9,8,7,10,8,10,17,28,9,12,-2,16,5,13,3,10,3,9,38,12,6,9,5,-1950,983,68,1594,1768
1933,12,9,7,10,6,17,12,14,29,20,9,7,20,28,13,12,18,8,17,13,22,4,10,2,17,-579,-906,-101,802,-2857
1934,-1,-7,-21,-21,-12,-10,-11,-8,-12,-5,-11,-6,-10,-36,-16,-16,-10,-17,-16,-13,-12,-6,-1,-7,-1,-1152,162,16,-63,-1018
1935,-15,-12,-14,-9,-9,-12,-8,-6,-15,15,-14,-14,-3,-14,-16,-10,-8,-12,-12,-13,-5,-7,-17,-11,-15,-2560,3051,16,-595,-3024
1936,14,48,41,30,24,27,23,21,26,18,30,28,23,29,34,24,18,29,38,25,3,23,37,21,25,-70,-760,-8,803,-1600
1937,3,24,-9,-18,-6,-6,-6,-4,2,2,0,3,9,1,-8,-7,-2,-7,-10,-2,-9,-10,-1,-8,-6,1216,-1586,26,130,2547
1938,-40,-41,-46,-25,-50,-48,-46,-68,13,-25,-33,-39,-38,-40,-48,-45,-28,-42,-2,-35,0,-33,-39,-38,-48,-3708,-3348,54,1503,3550
1939,-43,-47,-51,-37,-52,-52,-51,-66,14,-35,-41,-42,-44,-35,-53,-52,-32,-48,6,-42,-1,-38,-48,-44,-45,-3723,-4954,54,1570,2342
1940,8,5,3,5,2,12,7,9,23,14,4,3,19,25,9,8,13,3,12,7,17,0,6,-2,11,-696,-748,-98,626,-2747
1941,5,1,0,5,0,9,7,9,18,24,3,1,10,16,8,5,12,3,12,9,16,-1,1,-3,13,224,-453,-105,1042,-2396
1942,-3,1,-3,-1,1,-3,0,-11,-17,5,-5,-12,-2,-16,0,-17,4,2,1,2,-56,-2,-14,-8,-1,1655,1472,-51,-2456,858
1943,-9,-12,-15,-11,-13,-10,-9,-9,-6,10,-14,-15,-2,-5,-13,-16,-9,-13,-12,-12,-13,-4,-9,-10,-11,-898,-278,10,-482,-1406
1944,-41,-42,-45,-41,-49,-47,-51,-53,-53,-120,-36,-44,-45,-47,-40,-73,-44,-39,-44,-41,-14,-34,-50,-42,-51,2695,1466,69,-5492,2398
1945,-11,-20,-18,-24,-10,-14,-17,-20,-14,-18,-16,-18,0,-14,-15,-16,-20,-18,-27,-16,-21,-21,-23,-18,-16,72,-1804,-10,-1120,-2102
1946,8,5,7,-3,1,5,-5,1,-20,10,11,6,11,-4,9,-7,-2,7,-9,-7,-106,-2,8,-9,-6,-1241,1064,-75,-2986,137
1947,-2,-17,1,6,4,-2,7,6,-3,26,-1,-1,-10,-1,-2,5,4,2,1,4,8,8,-10,14,-4,-2340,2801,10,1588,-532
1948,2,5,-2,-10,-3,-7,-2,-8,-2,-21,-1,-1,12,-28,-4,14,-14,-1,-2,-4,-17,-2,-3,-4,-16,-3218,-577,55,-1664,1846
1949,-6,-2,-1,-10,-3,-6,-2,1,-6,-16,-1,-1,5,3,-3,-19,-4,-5,-18,-7,51,5,-7,2,0,-2472,544,48,3838,-1159
1950,36,38,42,54,40,39,40,42,55,50,37,42,27,57,41,59,31,42,59,38,61,37,47,37,45,-3664,2392,-24,-831,-3678
1951,-13,-13,-16,-19,-16,-15,-13,-14,-2,-44,-14,-13,-7,-16,-22,-19,-20,-18,-22,-17,2,-15,-17,-10,-18,-4072,-1694,4,3570,-1202
1952,-6,-16,-8,-7,-4,-7,-2,-3,-11,0,-10,-10,-7,-7,-9,-7,-4,-12,-7,-4,-10,-6,-8,5,-7,424,79,4,1398,-568
1953,11,6,1,-3,4,14,10,28,-54,86,7,5,-6,19,11,-4,28,7,-5,10,-127,-3,0,6,12,2828,-4552,-8,-5354,2896
1954,5,28,0,-9,1,-2,0,1,7,-2,0,4,8,9,-2,1,0,2,1,1,10,-2,5,-4,-2,990,-1196,12,762,260
1955,-33,-45,-37,-39,-38,-30,-34,-29,-28,-31,-38,-36,-20,-27,-36,-38,-32,-37,-32,-37,-29,-33,-37,-39,-25,250,-701,-82,376,-2676
1956,-17,-20,-13,-7,-9,-5,-6,-5,-73,-28,-10,-4,-21,-14,-12,51,-7,-10,-18,-19,-51,-5,-11,1,-3,-4996,1132,-10,-2071,-656
1957,0,-9,-7,-9,-8,-7,-11,-10,-11,-5,-6,-6,3,-11,-5,-5,-12,-6,-4,-4,-7,-13,-6,-12,-6,882,-1561,9,412,2670
1958,17,26,11,2,9,14,3,11,3,1,7,11,2,12,8,11,4,11,9,11,14,0,17,-1,6,-683,-3144,-17,505,2942
1959,35,31,31,20,31,37,27,37,-32,74,29,24,21,22,37,24,39,36,18,29,-81,25,21,20,22,2943,-4256,-18,-5476,2930
1960,23,23,-6,-6,4,10,5,16,17,26,4,12,7,21,3,7,9,3,8,9,15,-1,15,-1,16,361,-1297,14,734,2554
1961,-6,-9,-3,-3,-8,-2,-6,-7,-11,33,-5,-12,2,4,0,-13,-2,-4,5,-4,-21,-10,-9,-10,-15,2706,-2058,-76,-1400,-4247
1962,12,-10,-3,5,2,8,7,12,8,16,1,4,3,-2,2,3,6,0,6,7,8,3,8,7,15,1920,-226,4,-2,1581
1963,-38,-41,-39,-23,-40,-38,-39,-48,12,65,-29,-28,-39,-27,-41,-25,-39,-37,16,-28,-19,-30,-42,-40,-34,-3856,1644,44,1730,-3929
1964,-5,0,0,6,-1,4,3,16,-11,29,-1,3,-12,9,-4,1,1,-2,2,-1,1,0,5,8,9,-2154,1006,14,262,-584
1965,15,-11,20,17,11,18,15,8,14,-26,6,3,14,-8,20,6,3,16,14,8,24,12,20,10,23,-2645,-2662,-58,-3692,-3705
1966,24,31,18,15,18,24,17,32,23,14,17,26,6,32,18,32,22,23,25,22,27,12,19,4,19,607,-1134,54,952,2144
1967,14,12,10,5,15,10,14,12,10,7,8,4,24,9,16,13,18,12,7,17,19,6,1,10,8,2090,468,-6,1792,172
1968,-9,0,-7,-10,-8,-8,-6,-3,-4,0,-6,-4,1,-6,-12,-13,-1,-10,-7,-7,0,-7,-6,-6,-4,4366,-781,28,280,-270
1969,-2,-10,-25,-28,-14,-13,-9,-5,-8,13,-20,-17,-2,1,-23,-17,-12,-17,-17,-16,-21,-16,-25,-11,-17,-2326,3144,14,696,-2984
1970,12,18,-9,-4,-5,4,-1,9,2,16,2,6,16,6,-3,6,2,-1,4,-1,4,-3,7,-11,3,-1296,2746,15,1770,29
1971,4,0,4,6,3,8,-2,0,-3,-16,6,4,-3,4,7,3,6,4,2,6,4,2,5,-2,3,734,429,36,-1620,587
1972,-17,-20,-20,-18,-18,-18,-16,-15,-21,-17,-17,-18,-9,-18,-24,-26,-19,-23,-27,-17,-26,-18,-18,-9,-19,114,255,10,70,1534
1973,-10,-24,-3,13,1,2,3,14,-5,34,-9,-6,-10,6,-7,1,5,-3,0,-2,10,3,-7,5,15,-2612,3106,14,-206,-3085
1974,17,1,21,45,19,25,24,27,28,27,24,19,25,19,25,30,28,25,26,24,22,17,26,11,21,-568,-397,-13,1949,2918
1975,24,25,25,29,25,18,23,16,25,4,21,23,26,27,23,39,21,27,45,21,20,20,21,21,25,3242,2742,-23,-4198,3557
1976,-5,-3,-10,-14,-7,-11,-3,-8,-13,59,-12,-17,5,10,-10,-21,-7,-10,-16,-7,-49,-8,-15,1,-22,3108,-2078,-80,-2837,-2422
1977,9,12,-17,-27,-10,-10,-10,-9,-3,-2,-5,-1,10,4,-12,-9,-7,-11,-13,-6,-10,-16,-7,-16,-12,1168,-1796,20,312,2827
1978,-19,-16,-18,-18,-17,-26,-16,-25,-5,14,-15,-17,-3,-22,-19,-20,-16,-17,-21,-15,-4,-11,-24,-13,-22,1126,-344,-64,866,-2440
1979,-2,-14,-6,-8,-5,-8,-3,-7,-9,-16,-3,-5,6,-14,-9,-16,-3,-8,-16,-7,-7,-3,-4,3,-4,1060,1234,42,-797,272
1980,-42,-44,-50,-33,-53,-51,-50,-68,17,-24,-39,-42,-39,-34,-52,-50,-31,-46,4,-40,-6,-38,-46,-44,-46,-3710,-4156,53,1458,2730
1981,-23,-14,-4,-11,-13,-12,-8,-1,0,14,-16,-11,-16,-1,-12,-14,-9,-13,-10,-14,-8,-2,-10,-1,-3,2144,612,8,404,306
